adult+female+singing,0.105
drying,0.089
adult+female+speaking,0.068
standing,0.036
dressing,0.028
smiling,0.028
plunging,0.026
combing,0.022
tattooing,0.020
marrying,0.016
starting,0.012
dancing,0.011
covering,0.010
performing,0.010
hugging,0.010
grinning,0.010
celebrating,0.010
pouring,0.009
talking,0.009
inflating,0.007
putting,0.007
winking,0.007
imitating,0.007
filling,0.006
rinsing,0.006
singing,0.006
emptying,0.006
spraying,0.006
adult+male+singing,0.006
asking,0.006
child+singing,0.006
adult+male+speaking,0.005
brushing,0.005
turning,0.005
cuddling,0.005
lifting,0.005
rubbing,0.005
kissing,0.005
drenching,0.005
shaking,0.004
roaring,0.004
blowing,0.004
autographing,0.004
shrugging,0.004
giving,0.004
saluting,0.004
gripping,0.004
discussing,0.004
carrying,0.004
laughing,0.004
squinting,0.004
filming,0.004
child+speaking,0.004
rocking,0.003
photographing,0.003
cracking,0.003
flicking,0.003
washing,0.003
chewing,0.003
handcuffing,0.003
sitting,0.003
waving,0.003
splashing,0.003
signing,0.003
packing,0.003
playing+videogames,0.003
dragging,0.003
grooming,0.003
dusting,0.003
giggling,0.003
pointing,0.003
drinking,0.003
reaching,0.003
twisting,0.003
slapping,0.003
selling,0.003
wetting,0.002
peeling,0.002
interviewing,0.002
raising,0.002
socializing,0.002
walking,0.002
spilling,0.002
cheering,0.002
removing,0.002
rising,0.002
joining,0.002
bowing,0.002
clinging,0.002
poking,0.002
protesting,0.002
cheerleading,0.002
spinning,0.002
pulling,0.002
painting,0.002
parading,0.002
licking,0.002
stomping,0.002
marching,0.002
spitting,0.002
snapping,0.002
buying,0.002
burying,0.002
applauding,0.002
clipping,0.002
hanging,0.002
draining,0.002
shaving,0.002
camping,0.002
working,0.002
shopping,0.002
cramming,0.002
massaging,0.002
dripping,0.002
placing,0.002
raining,0.002
queuing,0.002
sprinkling,0.002
shouting,0.002
officiating,0.002
bending,0.002
stealing,0.002
bouncing,0.002
snuggling,0.002
playing,0.002
frowning,0.002
competing,0.002
playing+fun,0.002
dropping,0.001
buttoning,0.001
stitching,0.001
bathing,0.001
burning,0.001
hiking,0.001
praying,0.001
destroying,0.001
smelling,0.001
manicuring,0.001
squatting,0.001
tickling,0.001
unpacking,0.001
leaking,0.001
overflowing,0.001
tearing,0.001
aiming,0.001
leaning,0.001
stretching,0.001
smoking,0.001
pressing,0.001
sniffing,0.001
cutting,0.001
crafting,0.001
arresting,0.001
jumping,0.001
snowing,0.001
injecting,0.001
boiling,0.001
biting,0.001
watering,0.001
drawing,0.001
crushing,0.001
scratching,0.001
sneezing,0.001
ascending,0.001
blocking,0.001
plugging,0.001
guarding,0.001
stirring,0.001
cooking,0.001
tapping,0.001
clapping,0.001
flooding,0.001
loading,0.001
spreading,0.001
throwing,0.001
crying,0.001
waxing,0.001
stroking,0.001
baking,0.001
paying,0.001
tying,0.001
drumming,0.001
attacking,0.001
dipping,0.001
wrapping,0.001
extinguishing,0.001
tripping,0.001
flipping,0.001
opening,0.001
folding,0.001
flowing,0.001
preaching,0.001
gambling,0.001
mopping,0.001
cleaning,0.001
falling,0.001
waking,0.001
clawing,0.001
speaking,0.001
whistling,0.001
baptizing,0.001
scrubbing,0.001
slipping,0.001
playing+music,0.001
calling,0.001
frying,0.001
sowing,0.001
serving,0.001
flying,0.001
descending,0.001
shredding,0.001
hitchhiking,0.001
screwing,0.001
stopping,0.001
planting,0.001
eating,0.001
exiting,0.001
diving,0.001
exercising,0.001
bubbling,0.001
hunting,0.001
drilling,0.001
floating,0.001
closing,0.001
telephoning,0.001
piloting,0.001
submerging,0.001
punching,0.001
racing,0.001
teaching,0.001
boxing,0.001
taping,0.001
wrestling,0.001
locking,0.001
fueling,0.001
picking,0.001
fighting,0.001
slicing,0.001
vacuuming,0.001
tuning,0.001
sailing,0.001
juggling,0.001
assembling,0.001
coughing,0.001
swerving,0.000
entering,0.000
knocking,0.000
erupting,0.000
weeding,0.000
rafting,0.000
shooting,0.000
dining,0.000
running,0.000
balancing,0.000
instructing,0.000
sliding,0.000
kneeling,0.000
catching,0.000
bowling,0.000
sawing,0.000
storming,0.000
resting,0.000
packaging,0.000
punting,0.000
knitting,0.000
swinging,0.000
sewing,0.000
leaping,0.000
gardening,0.000
handwriting,0.000
crouching,0.000
unloading,0.000
clearing,0.000
fencing,0.000
riding,0.000
hammering,0.000
kicking,0.000
coaching,0.000
stacking,0.000
combusting,0.000
steering,0.000
measuring,0.000
trimming,0.000
howling,0.000
rowing,0.000
colliding,0.000
dunking,0.000
sleeping,0.000
rolling,0.000
climbing,0.000
barbecuing,0.000
breaking,0.000
pitching,0.000
launching,0.000
skiing,0.000
playing+sports,0.000
barking,0.000
repairing,0.000
skipping,0.000
fishing,0.000
digging,0.000
swimming,0.000
hitting,0.000
smashing,0.000
sanding,0.000
chopping,0.000
yawning,0.000
feeding,0.000
reading,0.000
crawling,0.000
boating,0.000
pushing,0.000
studying,0.000
driving,0.000
sketching,0.000
constructing,0.000
operating,0.000
lecturing,0.000
surfing,0.000
bicycling,0.000
grilling,0.000
shoveling,0.000
carving,0.000
sprinting,0.000
crashing,0.000
jogging,0.000
bulldozing,0.000
towing,0.000
building,0.000
sweeping,0.000
chasing,0.000
mowing,0.000
boarding,0.000
writing,0.000
pedaling,0.000
typing,0.000
landing,0.000
welding,0.000
skating,0.000
