crying,0.091
walking,0.040
marrying,0.029
smiling,0.028
carrying,0.027
exiting,0.020
hugging,0.017
bowing,0.017
winking,0.017
talking,0.015
frowning,0.015
officiating,0.015
starting,0.014
standing,0.014
opening,0.014
adult+male+speaking,0.014
adult+female+speaking,0.012
shrugging,0.012
filming,0.011
giving,0.011
stopping,0.011
closing,0.010
joining,0.010
praying,0.010
dressing,0.010
pushing,0.009
entering,0.008
kissing,0.008
discussing,0.008
queuing,0.008
slapping,0.008
spitting,0.007
hanging,0.007
arresting,0.007
sitting,0.007
laughing,0.007
locking,0.007
knocking,0.006
asking,0.006
swinging,0.006
raising,0.006
turning,0.006
baptizing,0.006
socializing,0.005
sailing,0.005
sneezing,0.005
coaching,0.005
leaning,0.005
squinting,0.005
tripping,0.005
saluting,0.005
interviewing,0.005
adult+female+singing,0.005
pointing,0.004
buttoning,0.004
giggling,0.004
stealing,0.004
crushing,0.004
falling,0.004
snapping,0.004
smelling,0.004
photographing,0.004
grinning,0.004
guarding,0.004
lifting,0.003
hitting,0.003
fencing,0.003
rolling,0.003
bathing,0.003
punching,0.003
placing,0.003
stroking,0.003
cracking,0.003
spinning,0.003
handcuffing,0.003
calling,0.003
rocking,0.003
waving,0.003
attacking,0.003
shaking,0.003
putting,0.003
throwing,0.003
cuddling,0.003
singing,0.003
shopping,0.003
catching,0.003
fighting,0.003
pressing,0.003
poking,0.003
gripping,0.002
clipping,0.002
crawling,0.002
flicking,0.002
stomping,0.002
rising,0.002
removing,0.002
performing,0.002
waking,0.002
biting,0.002
chasing,0.002
reaching,0.002
sniffing,0.002
child+speaking,0.002
planting,0.002
pulling,0.002
raining,0.002
aiming,0.002
watering,0.002
climbing,0.002
colliding,0.002
twisting,0.002
shooting,0.002
swimming,0.002
breaking,0.002
coughing,0.002
riding,0.002
adult+male+singing,0.002
selling,0.002
crouching,0.002
buying,0.002
speaking,0.002
playing+fun,0.002
eating,0.002
burying,0.002
celebrating,0.002
squatting,0.002
wetting,0.002
grooming,0.002
tuning,0.002
boxing,0.002
whistling,0.002
roaring,0.002
reading,0.002
wrapping,0.002
playing+videogames,0.002
dragging,0.001
crafting,0.001
kneeling,0.001
smoking,0.001
flowing,0.001
child+singing,0.001
drying,0.001
telephoning,0.001
slipping,0.001
serving,0.001
bouncing,0.001
camping,0.001
sliding,0.001
blocking,0.001
burning,0.001
imitating,0.001
gardening,0.001
resting,0.001
drinking,0.001
playing+sports,0.001
working,0.001
packing,0.001
running,0.001
clapping,0.001
submerging,0.001
snuggling,0.001
smashing,0.001
competing,0.001
chewing,0.001
yawning,0.001
washing,0.001
destroying,0.001
licking,0.001
instructing,0.001
clawing,0.001
inflating,0.001
picking,0.001
wrestling,0.001
dining,0.001
covering,0.001
bending,0.001
sleeping,0.001
tearing,0.001
swerving,0.001
flipping,0.001
cramming,0.001
hunting,0.001
teaching,0.001
pitching,0.001
hiking,0.001
spraying,0.001
protesting,0.001
tying,0.001
bowling,0.001
dancing,0.001
combing,0.001
plunging,0.001
barking,0.001
paying,0.001
applauding,0.001
autographing,0.001
exercising,0.001
dropping,0.001
clinging,0.001
kicking,0.001
dipping,0.001
parading,0.001
shouting,0.001
blowing,0.001
tattooing,0.001
rubbing,0.001
baking,0.001
skipping,0.001
loading,0.001
hitchhiking,0.001
stretching,0.001
crashing,0.001
hammering,0.001
feeding,0.001
floating,0.001
snowing,0.001
sewing,0.001
peeling,0.001
driving,0.001
dusting,0.001
drenching,0.001
bubbling,0.001
stitching,0.001
lecturing,0.001
jumping,0.001
taping,0.001
injecting,0.001
splashing,0.001
rowing,0.001
boarding,0.001
cooking,0.001
cutting,0.001
sprinting,0.001
screwing,0.001
dunking,0.001
tickling,0.001
marching,0.001
skating,0.001
diving,0.001
unpacking,0.001
scratching,0.001
piloting,0.001
howling,0.001
packaging,0.001
gambling,0.001
assembling,0.001
massaging,0.001
building,0.001
weeding,0.001
tapping,0.001
rinsing,0.001
shaving,0.001
grilling,0.001
painting,0.001
balancing,0.001
jogging,0.001
draining,0.001
playing,0.001
punting,0.001
sowing,0.001
unloading,0.000
typing,0.000
flooding,0.000
carving,0.000
folding,0.000
emptying,0.000
drilling,0.000
barbecuing,0.000
sawing,0.000
operating,0.000
dripping,0.000
flying,0.000
constructing,0.000
fishing,0.000
filling,0.000
slicing,0.000
signing,0.000
measuring,0.000
bulldozing,0.000
brushing,0.000
plugging,0.000
leaping,0.000
clearing,0.000
cheering,0.000
mopping,0.000
leaking,0.000
descending,0.000
ascending,0.000
digging,0.000
sprinkling,0.000
playing+music,0.000
pouring,0.000
knitting,0.000
chopping,0.000
writing,0.000
racing,0.000
cleaning,0.000
fueling,0.000
frying,0.000
boiling,0.000
overflowing,0.000
storming,0.000
preaching,0.000
boating,0.000
spreading,0.000
bicycling,0.000
vacuuming,0.000
drawing,0.000
sanding,0.000
spilling,0.000
waxing,0.000
pedaling,0.000
mowing,0.000
scrubbing,0.000
surfing,0.000
cheerleading,0.000
sweeping,0.000
shoveling,0.000
studying,0.000
towing,0.000
launching,0.000
sketching,0.000
steering,0.000
drumming,0.000
extinguishing,0.000
rafting,0.000
trimming,0.000
skiing,0.000
handwriting,0.000
stirring,0.000
landing,0.000
shredding,0.000
repairing,0.000
combusting,0.000
stacking,0.000
manicuring,0.000
juggling,0.000
erupting,0.000
welding,0.000
