playing+videogames,0.047
clipping,0.041
drinking,0.031
filming,0.025
sawing,0.024
adult+male+singing,0.023
raining,0.023
adult+male+speaking,0.020
kissing,0.016
adult+female+singing,0.016
cutting,0.014
telephoning,0.014
bathing,0.014
talking,0.014
crying,0.011
calling,0.011
hugging,0.010
walking,0.010
singing,0.009
slicing,0.009
standing,0.009
laughing,0.009
chopping,0.008
aiming,0.008
sailing,0.008
spitting,0.008
turning,0.008
smoking,0.008
hammering,0.007
cooking,0.007
sitting,0.007
slapping,0.007
praying,0.007
crafting,0.007
smiling,0.007
discussing,0.006
adult+female+speaking,0.006
working,0.006
playing+music,0.006
shooting,0.006
photographing,0.006
carrying,0.006
sleeping,0.006
starting,0.006
storming,0.006
bowing,0.005
dropping,0.005
cracking,0.005
performing,0.005
resting,0.005
tattooing,0.005
rinsing,0.005
smelling,0.005
leaning,0.005
asking,0.004
saluting,0.004
baptizing,0.004
hanging,0.004
falling,0.004
rising,0.004
shaving,0.004
trimming,0.004
watering,0.004
serving,0.004
crushing,0.004
pointing,0.004
pouring,0.004
opening,0.004
washing,0.004
wetting,0.004
frowning,0.003
rocking,0.003
locking,0.003
guarding,0.003
arresting,0.003
fighting,0.003
drying,0.003
whistling,0.003
twisting,0.003
giving,0.003
drilling,0.003
kneeling,0.003
biting,0.003
waking,0.003
closing,0.003
dining,0.003
grinning,0.003
cuddling,0.003
socializing,0.003
squinting,0.003
eating,0.003
tripping,0.003
punching,0.003
flooding,0.003
carving,0.003
massaging,0.003
playing,0.003
reaching,0.003
knocking,0.003
blowing,0.002
snowing,0.002
burning,0.002
breaking,0.002
winking,0.002
driving,0.002
roaring,0.002
running,0.002
coughing,0.002
stirring,0.002
chewing,0.002
licking,0.002
giggling,0.002
submerging,0.002
bending,0.002
hitting,0.002
hunting,0.002
drenching,0.002
clearing,0.002
attacking,0.002
boating,0.002
sneezing,0.002
stopping,0.002
combing,0.002
handcuffing,0.002
frying,0.002
flicking,0.002
sniffing,0.002
leaking,0.002
dusting,0.002
flowing,0.002
spraying,0.002
crawling,0.002
painting,0.002
stomping,0.002
snapping,0.002
bubbling,0.002
lecturing,0.002
cleaning,0.002
raising,0.002
welding,0.002
sanding,0.002
wrapping,0.002
stealing,0.002
rubbing,0.002
smashing,0.002
dripping,0.002
riding,0.002
rolling,0.002
destroying,0.002
hitchhiking,0.002
emptying,0.001
gripping,0.001
waving,0.001
dressing,0.001
boiling,0.001
reading,0.001
poking,0.001
sewing,0.001
placing,0.001
preaching,0.001
child+singing,0.001
shrugging,0.001
swerving,0.001
celebrating,0.001
marrying,0.001
measuring,0.001
colliding,0.001
operating,0.001
removing,0.001
shaking,0.001
splashing,0.001
filling,0.001
injecting,0.001
baking,0.001
howling,0.001
scratching,0.001
pushing,0.001
tuning,0.001
screwing,0.001
draining,0.001
snuggling,0.001
fishing,0.001
paying,0.001
throwing,0.001
packaging,0.001
sprinkling,0.001
speaking,0.001
pressing,0.001
floating,0.001
flipping,0.001
rowing,0.001
spilling,0.001
diving,0.001
typing,0.001
taping,0.001
inflating,0.001
burying,0.001
boxing,0.001
catching,0.001
studying,0.001
peeling,0.001
queuing,0.001
joining,0.001
swimming,0.001
shouting,0.001
tying,0.001
cramming,0.001
building,0.001
plunging,0.001
constructing,0.001
selling,0.001
grilling,0.001
officiating,0.001
interviewing,0.001
spinning,0.001
dancing,0.001
imitating,0.001
exiting,0.001
grooming,0.001
pulling,0.001
brushing,0.001
entering,0.001
writing,0.001
clawing,0.001
crashing,0.001
barbecuing,0.001
shopping,0.001
dipping,0.001
drawing,0.001
yawning,0.001
bulldozing,0.001
loading,0.001
blocking,0.001
stitching,0.001
coaching,0.001
covering,0.001
lifting,0.001
drumming,0.001
picking,0.001
putting,0.001
stroking,0.001
mopping,0.001
piloting,0.001
sliding,0.001
scrubbing,0.001
planting,0.001
teaching,0.001
crouching,0.001
packing,0.001
steering,0.001
sketching,0.001
clapping,0.001
ascending,0.001
clinging,0.001
vacuuming,0.001
child+speaking,0.001
bicycling,0.001
feeding,0.001
bouncing,0.001
extinguishing,0.001
camping,0.001
buttoning,0.001
fueling,0.001
autographing,0.001
barking,0.001
signing,0.001
swinging,0.001
tearing,0.001
digging,0.001
combusting,0.001
unloading,0.001
balancing,0.001
repairing,0.001
stretching,0.001
waxing,0.001
competing,0.001
instructing,0.001
wrestling,0.001
kicking,0.001
leaping,0.001
gardening,0.000
flying,0.000
launching,0.000
assembling,0.000
plugging,0.000
dragging,0.000
bowling,0.000
squatting,0.000
tapping,0.000
slipping,0.000
gambling,0.000
descending,0.000
playing+fun,0.000
towing,0.000
jumping,0.000
cheering,0.000
folding,0.000
erupting,0.000
stacking,0.000
punting,0.000
chasing,0.000
protesting,0.000
hiking,0.000
tickling,0.000
landing,0.000
applauding,0.000
shredding,0.000
weeding,0.000
buying,0.000
rafting,0.000
sowing,0.000
marching,0.000
exercising,0.000
unpacking,0.000
parading,0.000
overflowing,0.000
climbing,0.000
handwriting,0.000
spreading,0.000
jogging,0.000
shoveling,0.000
pitching,0.000
mowing,0.000
playing+sports,0.000
fencing,0.000
juggling,0.000
sweeping,0.000
manicuring,0.000
sprinting,0.000
skating,0.000
skipping,0.000
surfing,0.000
dunking,0.000
boarding,0.000
knitting,0.000
racing,0.000
pedaling,0.000
skiing,0.000
cheerleading,0.000
